task_id,domain,difficulty,raw_plan,parse_success,parse_error,all_constraints_pass,violated_constraints,hard_checks,soft_scores,soft_mean_score,combined_quality,portfolio_max_drawdown,portfolio_min_assets,portfolio_banned_sectors,portfolio_target_risk,portfolio_target_esg,portfolio_market_regime,portfolio_actual_weight_sum,portfolio_actual_num_assets,portfolio_actual_sectors,portfolio_actual_max_drawdown,portfolio_actual_annualized_return,portfolio_actual_annualized_volatility,portfolio_actual_esg_score,portfolio_actual_risk_adjusted_return,portfolio_actual_turnover,portfolio_turnover_penalty_scale,retirement_portfolio_value,retirement_current_age,retirement_target_age,retirement_min_monthly_income,retirement_inflation_assumption,retirement_return_assumption,retirement_survival_threshold,retirement_actual_monthly_income_target,retirement_actual_inflation_adjusted_flag,retirement_actual_survival_probability,retirement_actual_depletion_probability,retirement_actual_ending_balance_median,retirement_actual_ending_balance_mean,retirement_actual_years_survived_median,retirement_actual_lifestyle_quality_base,retirement_actual_lifestyle_quality_score,retirement_actual_withdrawal_smoothness,retirement_actual_starting_balance,retirement_bequest_preference,loan_annual_income,loan_credit_band,loan_max_dti,loan_max_ltv,loan_base_rate,loan_actual_monthly_payment,loan_actual_dti,loan_actual_ltv,loan_actual_rate_type,loan_actual_total_interest_ratio,loan_actual_term_months,loan_actual_prepayment_option,loan_actual_annual_rate,loan_actual_loan_amount,loan_actual_property_value,loan_actual_existing_monthly_debt,auditor_label,auditor_notes,is_reward_correct,is_parse_result_correct
1d035c00-4267-49c5-9175-e5a29457b991,portfolio,easy,"{""allocations"": [{""asset"": ""US_EQ"", ""sector"": ""TECH"", ""weight"": 0.3}, {""asset"": ""INTL_EQ"", ""sector"": ""INDUSTRIALS"", ""weight"": 0.2}, {""asset"": ""BONDS"", ""sector"": ""GOVT"", ""weight"": 0.35}, {""asset"": ""CASH"", ""sector"": ""CASH"", ""weight"": 0.15}]}",True,,1,[],"{""parse_valid"": 1, ""weights_sum_valid"": 1, ""banned_sector_valid"": 1, ""diversification_valid"": 1, ""drawdown_valid"": 1}","{""risk_alignment"": 0.547253864039452, ""esg_alignment"": 0.6925, ""tax_efficiency"": 0.8, ""risk_adjusted_return"": 0.4240693799883073}",0.6159558110069399,0.6159558110069399,0.3,3,[],0.18,0.4,bull,1.0,4,"[""TECH"", ""INDUSTRIALS"", ""GOVT"", ""CASH""]",0.15426730016064422,0.08858730138287803,0.09850569552710134,0.7075,0.4240693799883073,0.25,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb1e86b6-7946-48f3-bc38-a3d8a2ba6850,portfolio,easy,"{""allocations"": [{""asset"": ""US_EQ"", ""sector"": ""TECH"", ""weight"": 0.3}, {""asset"": ""INTL_EQ"", ""sector"": ""INDUSTRIALS"", ""weight"": 0.2}, {""asset"": ""BONDS"", ""sector"": ""GOVT"", ""weight"": 0.35}, {""asset"": ""CASH"", ""sector"": ""CASH"", ""weight"": 0.15}]}",True,,1,[],"{""parse_valid"": 1, ""weights_sum_valid"": 1, ""banned_sector_valid"": 1, ""diversification_valid"": 1, ""drawdown_valid"": 1}","{""risk_alignment"": 0.6156605970443834, ""esg_alignment"": 0.6925, ""tax_efficiency"": 0.75, ""risk_adjusted_return"": 0.4240693799883073}",0.6205574942581726,0.6205574942581726,0.3,3,"[""TOBACCO""]",0.16,0.4,bull,1.0,4,"[""TECH"", ""INDUSTRIALS"", ""GOVT"", ""CASH""]",0.15426730016064422,0.08858730138287803,0.09850569552710134,0.7075,0.4240693799883073,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b21b386-6763-43a9-b5bd-45f89abe7210,portfolio,easy,"{""allocations"": [{""asset"": ""US_EQ"", ""sector"": ""TECH"", ""weight"": 0.3}, {""asset"": ""INTL_EQ"", ""sector"": ""INDUSTRIALS"", ""weight"": 0.2}, {""asset"": ""BONDS"", ""sector"": ""GOVT"", ""weight"": 0.35}, {""asset"": ""CASH"", ""sector"": ""CASH"", ""weight"": 0.15}]}",True,,1,[],"{""parse_valid"": 1, ""weights_sum_valid"": 1, ""banned_sector_valid"": 1, ""diversification_valid"": 1, ""drawdown_valid"": 1}","{""risk_alignment"": 0.547253864039452, ""esg_alignment"": 0.6925, ""tax_efficiency"": 0.85, ""risk_adjusted_return"": 0.4240693799883073}",0.6284558110069398,0.6284558110069398,0.3,3,[],0.18,0.4,bull,1.0,4,"[""TECH"", ""INDUSTRIALS"", ""GOVT"", ""CASH""]",0.15426730016064422,0.08858730138287803,0.09850569552710134,0.7075,0.4240693799883073,0.25,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be0da0dd-f240-4a70-b1d2-df4d053ae154,portfolio,easy,"{""allocations"": [{""asset"": ""US_EQ"", ""sector"": ""TECH"", ""weight"": 0.3}, {""asset"": ""INTL_EQ"", ""sector"": ""INDUSTRIALS"", ""weight"": 0.2}, {""asset"": ""BONDS"", ""sector"": ""GOVT"", ""weight"": 0.35}, {""asset"": ""CASH"", ""sector"": ""CASH"", ""weight"": 0.15}]}",True,,1,[],"{""parse_valid"": 1, ""weights_sum_valid"": 1, ""banned_sector_valid"": 1, ""diversification_valid"": 1, ""drawdown_valid"": 1}","{""risk_alignment"": 0.547253864039452, ""esg_alignment"": 0.6925, ""tax_efficiency"": 0.85, ""risk_adjusted_return"": 0.4240693799883073}",0.6284558110069398,0.6284558110069398,0.3,3,"[""TOBACCO""]",0.18,0.4,bull,1.0,4,"[""TECH"", ""INDUSTRIALS"", ""GOVT"", ""CASH""]",0.15426730016064422,0.08858730138287803,0.09850569552710134,0.7075,0.4240693799883073,0.25,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bee10d00-01d1-4ada-a683-79d722e1df79,portfolio,easy,"{""allocations"": [{""asset"": ""US_EQ"", ""sector"": ""TECH"", ""weight"": 0.3}, {""asset"": ""INTL_EQ"", ""sector"": ""INDUSTRIALS"", ""weight"": 0.2}, {""asset"": ""BONDS"", ""sector"": ""GOVT"", ""weight"": 0.35}, {""asset"": ""CASH"", ""sector"": ""CASH"", ""weight"": 0.15}]}",True,,1,[],"{""parse_valid"": 1, ""weights_sum_valid"": 1, ""banned_sector_valid"": 1, ""diversification_valid"": 1, ""drawdown_valid"": 1}","{""risk_alignment"": 0.684067330049315, ""esg_alignment"": 0.6925, ""tax_efficiency"": 0.75, ""risk_adjusted_return"": 0.3895536092827994}",0.6290302348330286,0.6290302348330286,0.3,3,[],0.16,0.4,neutral,1.0,4,"[""TECH"", ""INDUSTRIALS"", ""GOVT"", ""CASH""]",0.17781042255013763,0.08109700153653114,0.1094507728078904,0.7075,0.3895536092827994,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52a35485-7caa-4f5a-86c8-49f5789eaf58,portfolio,easy,"{""allocations"": [{""asset"": ""US_EQ"", ""sector"": ""TECH"", ""weight"": 0.3}, {""asset"": ""INTL_EQ"", ""sector"": ""INDUSTRIALS"", ""weight"": 0.2}, {""asset"": ""BONDS"", ""sector"": ""GOVT"", ""weight"": 0.35}, {""asset"": ""CASH"", ""sector"": ""CASH"", ""weight"": 0.15}]}",True,,1,[],"{""parse_valid"": 1, ""weights_sum_valid"": 1, ""banned_sector_valid"": 1, ""diversification_valid"": 1, ""drawdown_valid"": 1}","{""risk_alignment"": 0.684067330049315, ""esg_alignment"": 0.6925, ""tax_efficiency"": 0.75, ""risk_adjusted_return"": 0.3895536092827994}",0.6290302348330286,0.6290302348330286,0.3,3,"[""FOSSIL""]",0.16,0.4,neutral,1.0,4,"[""TECH"", ""INDUSTRIALS"", ""GOVT"", ""CASH""]",0.17781042255013763,0.08109700153653114,0.1094507728078904,0.7075,0.3895536092827994,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4dea618a-6ea8-483f-87d9-2b294430360c,portfolio,easy,"{""allocations"": [{""asset"": ""US_EQ"", ""sector"": ""TECH"", ""weight"": 0.3}, {""asset"": ""INTL_EQ"", ""sector"": ""INDUSTRIALS"", ""weight"": 0.2}, {""asset"": ""BONDS"", ""sector"": ""GOVT"", ""weight"": 0.35}, {""asset"": ""CASH"", ""sector"": ""CASH"", ""weight"": 0.15}]}",True,,1,[],"{""parse_valid"": 1, ""weights_sum_valid"": 1, ""banned_sector_valid"": 1, ""diversification_valid"": 1, ""drawdown_valid"": 1}","{""risk_alignment"": 0.6865907263053155, ""esg_alignment"": 0.6925, ""tax_efficiency"": 0.8, ""risk_adjusted_return"": 0.3472971694117181}",0.6315969739292584,0.6315969739292584,0.3,3,"[""FOSSIL""]",0.1,0.4,bear,1.0,4,"[""TECH"", ""INDUSTRIALS"", ""GOVT"", ""CASH""]",0.22141962222901332,0.07111640184383736,0.13134092736946845,0.7075,0.3472971694117181,0.25,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3ebc998-66e1-41d4-8dc0-a52e54b08b47,retirement,easy,"{""monthly_income_target"": 3200.0, ""inflation_adjusted"": true, ""portfolio_return_assumption"": 0.05}",True,,0,"[""no_early_depletion""]","{""parse_valid"": 1, ""no_early_depletion"": 0, ""income_floor_valid"": 1, ""inflation_handling_valid"": 1}","{""lifestyle_quality"": 0.4706666666666667, ""bequest_alignment"": 0.8, ""withdrawal_smoothness"": 0.9999999999999988}",0.7568888888888884,0.0,,,[],,,,,,[],,,,,,,,1465521.0,57,93,2640.0,0.03,0.05,,3200.0,True,0.765,0.235,1680668.551945501,3078526.2349363267,36,0.5333333333333333,0.4706666666666667,0.9999999999999988,1465521.0,0.8,,,,,,,,,,,,,,,,,,,,
0762d656-c0a0-420d-be9e-7c30d5754c32,retirement,easy,"{""monthly_income_target"": 3200.0, ""inflation_adjusted"": true, ""portfolio_return_assumption"": 0.055}",True,,0,"[""no_early_depletion""]","{""parse_valid"": 1, ""no_early_depletion"": 0, ""income_floor_valid"": 1, ""inflation_handling_valid"": 1}","{""lifestyle_quality"": 0.46799999999999997, ""bequest_alignment"": 0.5, ""withdrawal_smoothness"": 0.9999999999999988}",0.6559999999999996,0.0,,,[],,,,,,[],,,,,,,,1366447.0,57,100,2295.0,0.025,0.055,,3200.0,True,0.755,0.245,2474090.66824927,4649615.879967158,43,0.5333333333333333,0.46799999999999997,0.9999999999999988,1366447.0,0.5,,,,,,,,,,,,,,,,,,,,
071c90b1-b5e5-4c41-b0c7-d310b5a86b0a,retirement,easy,"{""monthly_income_target"": 3200.0, ""inflation_adjusted"": true, ""portfolio_return_assumption"": 0.05}",True,,1,[],"{""parse_valid"": 1, ""no_early_depletion"": 1, ""income_floor_valid"": 1, ""inflation_handling_valid"": 1}","{""lifestyle_quality"": 0.4874666666666666, ""bequest_alignment"": 0.19999999999999996, ""withdrawal_smoothness"": 0.9999999999999988}",0.5624888888888885,0.5624888888888885,,,[],,,,,,[],,,,,,,,1499988.0,65,98,3116.0,0.03,0.05,,3200.0,True,0.828,0.17200000000000004,2076940.7970237834,3063085.624958125,33,0.5333333333333333,0.4874666666666666,0.9999999999999988,1499988.0,0.2,,,,,,,,,,,,,,,,,,,,
e37bea62-ba46-446e-b0e8-c68e45cd66ec,retirement,easy,"{""monthly_income_target"": 3200.0, ""inflation_adjusted"": true, ""portfolio_return_assumption"": 0.06}",True,,1,[],"{""parse_valid"": 1, ""no_early_depletion"": 1, ""income_floor_valid"": 1, ""inflation_handling_valid"": 1}","{""lifestyle_quality"": 0.4898666666666667, ""bequest_alignment"": 0.19999999999999996, ""withdrawal_smoothness"": 0.9999999999999988}",0.5632888888888884,0.5632888888888884,,,[],,,,,,[],,,,,,,,1535318.0,57,98,2263.0,0.03,0.06,,3200.0,True,0.837,0.16300000000000003,4323706.855903225,7116111.067454259,41,0.5333333333333333,0.4898666666666667,0.9999999999999988,1535318.0,0.2,,,,,,,,,,,,,,,,,,,,
abe0e8d0-7f8f-4f38-9771-6a1685d69c94,retirement,easy,"{""monthly_income_target"": 3200.0, ""inflation_adjusted"": true, ""portfolio_return_assumption"": 0.055}",True,,1,[],"{""parse_valid"": 1, ""no_early_depletion"": 1, ""income_floor_valid"": 1, ""inflation_handling_valid"": 1}","{""lifestyle_quality"": 0.5130666666666667, ""bequest_alignment"": 0.19999999999999996, ""withdrawal_smoothness"": 0.9999999999999988}",0.5710222222222218,0.5710222222222218,,,[],,,,,,[],,,,,,,,1763560.0,59,96,2623.0,0.025,0.055,,3200.0,True,0.924,0.07599999999999996,4294859.288285366,6535150.0633868985,37,0.5333333333333333,0.5130666666666667,0.9999999999999988,1763560.0,0.2,,,,,,,,,,,,,,,,,,,,
3b77c770-ffab-4d83-9e78-536410fa1c3b,retirement,medium,"{""monthly_income_target"": 3200.0, ""inflation_adjusted"": true, ""portfolio_return_assumption"": 0.05}",True,,0,"[""no_early_depletion""]","{""parse_valid"": 1, ""no_early_depletion"": 0, ""income_floor_valid"": 1, ""inflation_handling_valid"": 1}","{""lifestyle_quality"": 0.34613333333333335, ""bequest_alignment"": 0.8, ""withdrawal_smoothness"": 0.9999999999999988}",0.7153777777777774,0.0,,,[],,,,,,[],,,,,,,,820431.0,59,95,2861.0,0.025,0.05,,3200.0,True,0.298,0.702,-18112.67951619295,450748.7241721741,27,0.5333333333333333,0.34613333333333335,0.9999999999999988,820431.0,0.2,,,,,,,,,,,,,,,,,,,,
0e0e0dda-4f7c-41be-8746-e24dee2a928d,retirement,medium,"{""monthly_income_target"": 3200.0, ""inflation_adjusted"": true, ""portfolio_return_assumption"": 0.055}",True,,0,"[""no_early_depletion""]","{""parse_valid"": 1, ""no_early_depletion"": 0, ""income_floor_valid"": 1, ""inflation_handling_valid"": 1}","{""lifestyle_quality"": 0.47546666666666665, ""bequest_alignment"": 0.7188812442900232, ""withdrawal_smoothness"": 0.9999999999999987}",0.7314493036522295,0.0,,,[],,,,,,[],,,,,,,,938697.0,61,86,2862.0,0.025,0.055,,3200.0,True,0.783,0.21699999999999997,733233.8326286881,1169848.1837444631,25,0.5333333333333333,0.47546666666666665,0.9999999999999987,938697.0,0.5,,,,,,,,,,,,,,,,,,,,
ffcdefb0-7326-4e98-8a5e-2727dd1a027e,retirement,medium,"{""monthly_income_target"": 3442.0, ""inflation_adjusted"": true, ""portfolio_return_assumption"": 0.045}",True,,0,"[""no_early_depletion""]","{""parse_valid"": 1, ""no_early_depletion"": 0, ""income_floor_valid"": 1, ""inflation_handling_valid"": 1}","{""lifestyle_quality"": 0.4465995, ""bequest_alignment"": 0.9015894432731543, ""withdrawal_smoothness"": 0.9999999999999991}",0.7827296477577178,0.0,,,[],,,,,,[],,,,,,,,879138.0,59,83,3442.0,0.025,0.045,,3442.0,True,0.557,0.44299999999999995,89311.13998027428,487097.37405968487,24,0.5736666666666667,0.4465995,0.9999999999999991,879138.0,0.2,,,,,,,,,,,,,,,,,,,,
